3 -0.1277583 51.5073509
4 -91.9623327 30.9842977
5 95.955974 21.916221
6 -70.162651 18.735693
7 -95.3698028 29.7604267
8 -86.7816016 36.1626638
9 -96.1342241 19.173773
10 -74.6644245 40.5809076
12 -63.616672 -38.416097
14 -123.085696 42.4931281
15 -87.6297982 41.8781136
16 -73.567256 45.5016889
17 -73.134961 40.789142
18 -71.0588801 42.3600825
19 -97.1080656 32.735687
21 -95.992775 36.1539816
22 -119.4179324 36.778261
25 -88.3081499 41.8877194
26 -102.552784 23.634501
28 -83.555212 41.6639383
30 -1.982919 52.586214
31 -118.4003563 34.0736204
32 -114.5285981 35.1359386
33 -78.183406 -1.831239
34 -49.2647943 -16.6868912
35 -0.098234 51.376165
36 -106.346771 56.130366
38 121.0647225 14.6545721
39 -87.6297982 41.8781136
40 -95.712891 37.09024
42 -94.5785667 39.0997265
43 -70.5361637 -33.4411781
44 12.453389 41.902916
45 -8.4635874 54.2616476
48 -84.375233 33.5571944
49 -118.2436849 34.0522342
51 -74.0059413 40.7127837
53 -122.4214297 37.7927486
54 -82.9000751 32.1656221
55 -98.4842465 39.011902
56 -84.5499327 33.952602
57 -63.616672 -38.416097
58 -74.072092 4.7109886
59 -46.6333094 -23.5505199
61 91.7362365 26.1445169
64 -89.873118 35.1825039
65 -71.0588801 42.3600825
66 -87.6297982 41.8781136
67 -2.13125 49.214439
68 -81.3178446 28.7588833
69 -82.8001026 27.9658533
74 103.819836 1.352083
76 -102.4107493 34.2331373
77 -119.4179324 36.778261
78 -91.8318334 35.20105
79 -115.1466648 36.0971945
81 -95.712891 37.09024
82 121.774017 12.879721
84 -85.3232139 51.253775
85 -61.370976 15.414999
86 -82.907123 40.4172871
87 -87.8328505 42.4461322
88 -71.3824374 42.4072107
90 -95.712891 37.09024
91 -97.3307658 32.7554883
94 -60.0217314 -3.1190275
97 130.6281987 32.9159444
98 -74.4056612 40.0583238
99 -86.8515279 21.161908
100 -86.80249 33.5206608
101 -118.3286614 34.0928092
102 -119.4179324 36.778261
103 -97.7547552 33.2101155
104 2.213749 46.227638
105 55.1375834 27.138723
106 -1.4660659 53.3790519
107 -73.723979 40.6218591
108 24.8626249 59.374183
109 142.7027956 -20.9175738
110 -83.9588803 43.9830762
111 -81.5157535 27.6648274
112 -71.3824374 42.4072107
113 -124.3098245 49.3070321
114 -98.8705717 30.2743349
115 100.5017651 13.7563309
117 78.96288 20.593684
118 -100.3161126 25.6866142
121 -118.2436849 34.0522342
124 151.20493 -33.8636045
125 -73.7948516 40.7282239
126 -87.9418523 41.7389173
127 -116.419389 34.9592083
129 -86.024041 30.283327
130 -81.7195533 33.5604168
131 113.921327 -0.789275
132 153.4 -28.016667
133 -58.3815591 -34.6036844
134 -98.4936282 29.4241219
135 -106.346771 56.130366
136 -74.2505407 40.5030601
137 106.845599 -6.2087634
138 -106.346771 56.130366
139 -106.2800242 43.4113604
140 107.5396631 -6.8770457
142 -118.2436849 34.0522342
143 -122.0559565 37.9688647
144 133.775136 -25.274398
145 -66.4619164 46.5653163
147 -95.3698028 29.7604267
148 -76.2710833 -12.2720956
151 135.8033058 34.798408
152 151.2092955 -33.8688197
153 2.213749 46.227638
154 -86.8515279 21.161908
156 -87.6069894 41.6008681
157 -79.7307014 40.3301883
158 -43.1728965 -22.9068467
160 -98.6695859 40.7269719
161 121.4433706 25.1719805
165 77.5945627 12.9715987
168 -60.5115471 -31.7413197
171 -58.3815591 -34.6036844
174 -70.162651 18.735693
175 -76.6121893 39.2903848
176 -65.4231976 -24.7821269
177 -88.1856301 41.9950276
178 -104.8730088 39.8675693
179 -1.2052126 52.772571
180 -70.9915997 42.4136428
181 -116.9650918 32.4949369
182 -102.552784 23.634501
183 -87.771964 41.909611
184 -123.543054 44.14294
185 34.393675 27.962553
186 -0.1277583 51.5073509
187 -90.0489801 35.1495343
188 -77.0368707 38.9071923
193 -2.6918736 53.7597208
194 -83.9419784 35.9874629
197 -147.868232 64.8483406
199 -87.6297982 41.8781136
200 -98.8705717 30.2743349
201 -70.6692655 -33.4488897
202 -90.1994042 38.6270025
203 -122.3407776 48.4730091
204 -118.2436849 34.0522342
205 -82.9976742 38.7317431
207 -44.5550308 -18.512178
208 -118.2436849 34.0522342
209 -122.427699 37.784648
210 -87.623841 41.8903847
213 -73.7948516 40.7282239
214 -111.891919 40.768043
216 -78.8335379 40.2664152
217 124.2452422 8.2280209
218 -51.92528 -14.235004
219 -3.435973 55.378051
220 -58.3815591 -34.6036844
221 -0.1277583 51.5073509
222 -54.5854238 -25.5162467
223 -77.0368707 38.9071923
224 -45.7805375 -12.0904542
225 -75.4690966 40.0989851
227 -81.5157535 27.6648274
228 150.6336091 -33.5356513
229 -78.4678382 -0.1806532
230 -65.716781 18.372772
232 -100.7129143 43.8883224
233 -118.3635423 34.0621614
234 -73.7948516 40.7282239
236 47.6755291 29.3365728
238 -3.435973 55.378051
239 -106.346771 56.130366
241 -79.532157 43.8169837
242 -105.960265 32.8995325
244 1.419895 51.335545
245 -84.3879824 33.7489954
246 101.975766 4.210484
248 -84.2946539 37.7478572
250 -79.0192997 35.7595731
251 -51.92528 -14.235004
252 -71.1550451 41.7014912
253 -67.9972104 10.1579312
255 100.5017651 13.7563309
256 -78.3703228 38.2813432
257 -96.7969879 32.7766642
258 77.2090212 28.6139391
259 -87.9196785 43.0405846
260 -118.1445155 34.1477849
261 -84.3879824 33.7489954
262 -119.4179324 36.778261
263 -102.552784 23.634501
264 -87.628414 41.891492
265 -99.9961947 25.592172
266 101.090109 4.5921126
267 -76.9074739 39.0348317
268 -81.407571 28.2919557
269 -90.0715323 29.9510658
271 -75.015152 -9.189967
274 -95.712891 37.09024
276 -119.4179324 36.778261
277 -115.1398296 36.1699412
279 -55.765835 -32.522779
280 -102.4107493 34.2331373
281 -119.2290316 34.274646
284 -122.2913078 37.8271784
285 -97.0969552 33.0145673
286 -76.6121893 39.2903848
287 -81.3792365 28.5383355
288 -92.4888303 30.5177349
290 -84.3879824 33.7489954
292 -76.459243 37.042298
293 -74.0059413 40.7127837
294 4.4777325 51.9244201
295 -43.1728965 -22.9068467
296 -102.552784 23.634501
297 -75.341462 6.176967
298 135.3708291 34.4606341
299 101.975766 4.210484
300 -155.5827818 19.8967662
301 -90.5151342 41.5067003
302 116.407395 39.904211
303 133.775136 -25.274398
304 -87.9925339 39.2992037
305 -1.6364082 51.809566
306 -78.6568942 37.4315734
307 -79.9796544 37.2259289
308 -99.9018131 31.9685988
309 -51.92528 -14.235004
310 -78.6381787 35.7795897
311 -119.4179324 36.778261
312 -118.4164652 33.9191799
314 -71.0588801 42.3600825
315 -75.1652215 39.9525839
317 -98.4842465 39.011902
318 -73.5693972 45.6160637
